Country,year,gdp_per_capita ($),Total_Population,suicides_no,suicides/100k_pop,percentage of elderly(%),Education index,"Inflation, consumer prices (annual %)",Unemployment Rate
Belize,2004,4449,237791,20,8.41,1.4609467978182522,0.608,,10.58699989
Belize,2005,4547,245020,12,4.9,1.3835605256713739,0.596,,10.90999985
Belize,2006,4815,252826,11,4.35,1.426672889655336,0.619,,9.390000343
Belize,2007,4951,260667,8,3.07,1.468923952782669,0.626,,8.510000229
Belize,2008,5098,268487,11,4.1,1.5159020734709687,0.633,,8.180000305
Belize,2009,4841,276189,15,5.43,1.5674049292332424,0.635,,8.25
Belize,2010,4923,283796,15,5.29,1.6268728241412844,0.663,,8.241999626
Belize,2011,5098,291662,33,11.31,1.615911568870816,0.65,,8.284000397
Belize,2012,5264,298946,18,6.02,1.5959404039525533,0.665,,8.305999756
Belize,2013,5272,305888,17,5.56,1.5646249607699552,0.665,,8.350000381
Belize,2014,5448,312780,24,7.67,1.521836434554639,0.669,,8.239999771
Belize,2015,5561,319835,26,8.13,1.4682570700517454,0.674,,7.579999924
Bosnia and Herzegovina,2011,5076,3673312,5,0.14,5.25923199553972,0.626,3.67125,27.57999992
Bosnia and Herzegovina,2014,5079,3654169,313,8.57,6.513573948002953,0.687,-0.897194054,27.52000046
Brazil,1985,1898,117478900,4228,3.6,1.5563645897263252,,,
Brazil,1986,2257,118776400,4271,3.6,1.6022543198817272,,,
Brazil,1987,2394,122822467,4672,3.8,1.3630095868372356,,,
Brazil,1988,2628,125701294,4466,3.55,1.3785450768708871,,,
Brazil,1989,3310,128570308,4463,3.47,1.3823502701727992,,,
Brazil,1990,3516,131387553,4803,3.66,1.3750457777381697,0.463,2947.732772,3.69
Brazil,1991,4490,134281850,5156,3.84,1.413271413821004,0.475,432.7866619,6.31400013
Brazil,1992,2924,137007021,5207,3.8,1.4417589591996165,0.487,951.9620531,6.420000076
Brazil,1993,3136,139615477,5508,3.95,1.4626644866886787,0.499,1927.38079,6.03000021
Brazil,1994,3925,142188450,5896,4.15,1.47801315789011,0.511,2075.888398,6.169000149
Brazil,1995,5313,144783591,6536,4.51,1.4889228711007727,0.523,66.00703355,6.420000076
Brazil,1996,5771,147353130,6698,4.55,1.553301243075054,0.535,15.7576656,7.25
Brazil,1997,5891,149932627,6891,4.6,1.6132819442962205,0.547,6.926712516,8.159999847
Brazil,1998,5663,152524311,6922,4.54,1.6714358408083547,0.559,3.195076293,9.420000076
Brazil,1999,3864,155122073,6507,4.19,1.7309483738010643,0.572,4.858447499,10.21000004
Brazil,2000,4156,157715991,6763,4.29,1.793383779327741,0.584,7.044141059,9.56099987
Brazil,2001,3492,160178796,7710,4.81,1.8912459549265186,0.597,6.840359025,9.609999657
Brazil,2002,3121,162761414,7697,4.73,1.9893240789859445,0.61,8.450164377,9.369999886
Brazil,2003,3376,165396911,7839,4.74,2.0839337198987953,0.595,14.71491972,9.989999771
Brazil,2004,3984,167993068,7995,4.76,2.1703276470907715,0.593,6.5971851,9.109999657
Brazil,2005,5230,170483960,8529,5.0,2.2475158366804715,0.593,6.869537209,9.569999695
Brazil,2006,6403,172974722,8618,4.98,2.3370669154768176,0.589,4.183568129,8.640000343
Brazil,2007,7970,175293192,8855,5.05,2.4162638329958646,0.588,3.641272991,8.329999924
Brazil,2008,9555,177471632,9184,5.17,2.491396484143449,0.608,5.678593903,7.340000153
Brazil,2009,9283,179569551,9346,5.2,2.569858294071248,0.61,4.888034799,8.520000458
Brazil,2010,12161,181629712,9429,5.19,2.6552869279449167,0.619,5.038726901,7.274000168
Brazil,2011,14245,183656441,9822,5.35,2.783936665744274,0.622,6.636449622,6.920000076
Brazil,2012,13283,185591215,10295,5.55,2.9143653162677983,0.628,5.40349914,7.190000057
Brazil,2013,13191,187458852,10513,5.61,3.042195628083757,0.668,6.204310666,6.980000019
Brazil,2014,12975,189285554,10631,5.62,3.16152071488773,0.674,6.329040155,6.659999847
Brazil,2015,9431,191087085,11163,5.84,3.271098096451678,0.677,9.029901024,8.430000305
Bulgaria,1985,2044,8392500,1456,17.35,4.633899314864463,,,
Bulgaria,1986,2413,8391500,1408,16.78,4.633259846273014,,,
Bulgaria,1987,3355,8375400,1492,17.81,4.915586121259881,,,
Bulgaria,1988,2688,8389800,1452,17.31,4.930987627833798,,,
Bulgaria,1989,2617,8403200,1460,17.37,4.976675552170602,,,
Bulgaria,1990,2451,8418500,1323,15.72,5.123240482271188,0.632,23.8,
Bulgaria,1991,1298,8431900,1384,16.41,5.067659720822116,0.637,338.4491115,11.10000038
Bulgaria,1992,1287,8041500,1519,18.89,4.963004414599266,0.635,91.29793273,15.30000019
Bulgaria,1993,1354,8001000,1470,18.37,4.771903512060993,0.635,72.87879139,16.39999962
Bulgaria,1994,1213,7995500,1464,18.31,4.760177599899944,0.635,96.05733827,12.80000019
Bulgaria,1995,1636,7983900,1433,17.95,4.942446673931287,0.647,62.05483368,11.10000038
Bulgaria,1996,1270,7963300,1526,19.16,5.133550161365264,0.663,121.6075424,12.5
Bulgaria,1997,1411,7933900,1465,18.47,5.307604078700261,0.667,1058.373559,13.69999981
Bulgaria,1998,1852,7899500,1503,19.03,5.494018608772707,0.671,18.67220444,12.19999981
Bulgaria,1999,1715,7866600,1307,16.61,5.724201052551293,0.676,2.573042819,14.10000038
Bulgaria,2000,1680,7829095,1383,17.66,5.984254885143174,0.677,10.31626213,16.21999931
Bulgaria,2001,1854,7591926,1314,17.31,6.46734438665498,0.69,7.360939272,19.92000008
Bulgaria,2002,2157,7544410,1317,17.46,6.7144813179559435,0.691,5.810143657,18.11000061
Bulgaria,2003,2800,7493166,1092,14.57,6.917329737523498,0.705,2.348641696,13.72999954
Bulgaria,2004,3485,7447563,1013,13.6,7.116972357266397,0.712,6.147130742,12.03999996
Bulgaria,2005,4003,7404051,982,13.26,7.313523367140502,0.715,5.038838071,10.07999992
Bulgaria,2006,4638,7358508,977,13.28,7.4840171404311855,0.727,7.261594628,8.949999809
Bulgaria,2007,6073,7312474,902,12.34,7.657654577643626,0.743,8.40253419,6.880000114
Bulgaria,2008,7487,7267511,939,12.92,7.858839154147823,0.747,12.3487196,5.610000134
Bulgaria,2009,7186,7219817,868,12.02,8.075038467041477,0.752,2.753202239,6.820000172
Bulgaria,2010,7066,7162740,859,11.99,8.254355176929499,0.761,2.438990605,10.27999973
Bulgaria,2011,8137,7056527,763,10.81,8.500442214704202,0.765,4.219903466,11.26000023
Bulgaria,2012,7745,6959652,872,12.53,8.726801282592865,0.77,2.954568298,12.27000046
Bulgaria,2013,8057,6920644,721,10.42,8.797476073035977,0.785,0.890093541,12.93999958
Bulgaria,2014,8241,6883874,724,10.52,8.85367744964536,0.793,-1.418183803,11.42000008
Cabo Verde,2011,4124,452179,42,9.29,2.7723534264085683,,4.473883422,10.88300037
Canada,1985,15522,23499900,3258,13.86,4.396188919952851,,,
Canada,1986,16062,23499100,3670,15.62,4.457617525777583,,,
Canada,1987,18124,23798100,3591,15.09,4.572213748156365,,,
Canada,1988,21069,24080600,3510,14.58,4.705862810727308,,,
Canada,1989,23188,24368400,3491,14.33,4.865317378243955,,,
Canada,1990,24041,24704400,3378,13.67,4.971179223134341,0.806,4.780476933,
Canada,1991,24038,25390400,3593,14.15,5.0207952612010835,0.818,5.625864086,10.31999969
Canada,1992,22393,26454400,3708,14.02,5.044529454457482,0.824,1.490132904,11.19999981
Canada,1993,21421,26944700,3803,14.11,5.0896836854743235,0.815,1.865079365,11.38000011
Canada,1994,21219,27246000,3748,13.76,5.182412097188578,0.82,0.165562914,10.39999962
Canada,1995,21871,27618500,3968,14.37,5.326502163404964,0.822,2.148760331,9.489999771
Canada,1996,22686,27706600,3941,14.22,5.383915745706799,0.825,1.570531125,9.619999886
Canada,1997,23245,28085100,3681,13.11,5.515380041374252,0.816,1.621216381,9.100000381
Canada,1998,22268,28372536,3699,13.04,5.647997063075363,0.805,0.995942457,8.279999733
Canada,1999,23572,28681643,4074,14.2,5.781262251956766,0.805,1.734842951,7.579999924
Canada,2000,25589,29008565,3606,12.43,5.915532188510531,0.805,2.719439957,6.829999924
Canada,2001,25165,29262055,3694,12.62,6.0216105806649605,0.814,2.52512014,7.21999979
Canada,2002,25570,29642114,3650,12.31,6.133934981830244,0.822,2.258394409,7.659999847
Canada,2003,29787,29958833,3765,12.57,6.258551526356183,0.83,2.758563214,7.570000172
Canada,2004,33787,30283966,3613,11.93,6.36736284804969,0.839,1.857258719,7.190000057
Canada,2005,38218,30597090,3743,12.23,6.4836263840777,0.847,2.213552034,6.760000229
Canada,2006,42566,30902962,3512,11.36,6.626727237343786,0.85,2.002025395,6.320000172
Canada,2007,46890,31242631,3611,11.56,6.7430204581682,0.833,2.138383993,6.039999962
Canada,2008,49041,31588641,3705,11.73,6.846461042752678,0.836,2.370270674,6.139999866
Canada,2009,42933,31937357,3890,12.18,6.936391135935262,0.838,0.299466803,8.340000153
Canada,2010,49974,32286140,3951,12.24,7.016478278295269,0.842,1.776871541,8.06000042
Canada,2011,54841,32615418,3728,11.43,7.089003121161899,0.842,2.912135089,7.510000229
Canada,2012,55347,32961196,3926,11.91,7.149073110089815,0.849,1.515678231,7.289999962
Canada,2013,55310,33314836,4054,12.17,7.209034437389997,0.864,0.938291898,7.070000172
Chile,1985,1658,10675400,683,6.4,2.143245217977781,,,
Chile,1986,1728,10931700,654,5.98,2.1853874511741083,,,
Chile,1987,1985,11209000,693,6.18,2.185743598893746,,,
Chile,1988,2303,11306000,697,6.16,2.4588713957190875,,,
Chile,1989,2599,11501000,725,6.3,2.4432658029736545,,,
Chile,1990,2828,11709000,743,6.35,2.41694423093347,0.626,26.03648114,
Chile,1991,3187,11871000,787,6.63,2.5170583775587567,0.638,21.78441243,5.230000019
Chile,1992,3791,12125000,658,5.43,2.4824742268041238,0.64,15.42580647,4.349999905
Chile,1993,4006,12306400,740,6.01,2.6002730286680102,0.613,12.72776695,4.489999771
Chile,1994,4551,12526600,801,6.39,2.6423770216978273,0.62,11.44311964,5.869999886
Chile,1995,5695,12897643,930,7.21,2.832052337004521,0.627,8.232630341,4.699999809
Chile,1996,5946,13125089,917,6.99,2.9028755538343396,0.633,7.359117818,7.409999847
Chile,1997,6368,13339550,910,6.82,2.9667717426749776,0.64,6.133864644,7.139999866
Chile,1998,6023,13543940,1031,7.61,3.027678799522148,0.637,5.110249545,7.309999943
Chile,1999,5470,13743882,1041,7.57,3.0903277545601746,0.653,3.336879175,11.15999985
Chile,2000,5584,13943575,1473,10.56,3.1572319150576518,0.661,3.843272957,10.48999977
Chile,2001,5020,14139590,1625,11.49,3.25695440956916,0.684,3.56910053,10.39000034
Chile,2002,4866,14332840,1603,11.18,3.3546456947820533,0.685,2.489398167,10.17000008
Chile,2003,5208,14523758,1654,11.39,3.449699451064938,0.698,2.810178757,9.770000458
Chile,2004,6744,14710993,1735,11.79,3.5414740527712847,0.715,1.054738714,10.15999985
Chile,2005,8256,14893574,1682,11.29,3.6308209164569902,0.722,3.052576214,9.340000153
Chile,2006,10270,15071596,1795,11.91,3.7379120300199133,0.719,3.392017337,9.020000458
Chile,2007,11387,15245435,1848,12.12,3.838519530600472,0.745,4.407799384,8.430000305
Chile,2008,11653,15415661,2088,13.54,3.9328446571314712,0.76,8.71626873,9.289999962
Chile,2009,11062,15584149,2148,13.78,4.019719010643443,0.784,0.353045178,11.31000042
Chile,2010,13874,15751851,2001,12.7,4.099911813538612,0.722,1.41071108,8.420000076
Chile,2011,15854,15910783,2027,12.74,4.195224081680958,0.744,3.341216943,7.340000153
Chile,2012,16617,16075247,1841,11.45,4.278497244863485,0.751,3.007448402,6.659999847
Chile,2013,17140,16242244,1738,10.7,4.358104705236542,0.758,1.78955554,6.210000038
Chile,2014,15883,16406867,1789,10.9,4.444693798029813,0.783,4.718675279,6.659999847
Chile,2015,14729,16565725,1838,11.1,4.545083296988209,0.791,4.348773532,6.510000229
Colombia,1985,1393,25052400,1001,4.0,1.1871118136386134,,,
Colombia,1986,1366,25585600,958,3.74,1.1869958101432054,,,
Colombia,1987,1299,28009432,951,3.4,1.5753014912976457,,,
Colombia,1988,1369,28649501,912,3.18,1.602865613610513,,,
Colombia,1989,1350,29289829,831,2.84,1.6222696281361015,,,
Colombia,1990,1346,29930973,865,2.89,1.6335653371509173,0.433,29.13782253,6.64
Colombia,1991,1348,30584178,1010,3.3,1.6652531907184167,0.438,30.34844055,10.11999989
Colombia,1992,1664,29615400,1086,3.67,1.6552199193662755,0.457,27.0305636,9.43999958
Colombia,1993,1845,30242200,1085,3.59,1.6754733451931407,0.466,22.44132146,7.800000191
Colombia,1994,2646,30874600,1198,3.88,1.6984835431066314,0.474,22.84718466,8.25
Colombia,1995,2796,33090899,1150,3.48,1.736634595512198,0.48,20.8971286,8.720000267
Colombia,1996,2883,33703636,1209,3.59,1.7843149029974095,0.498,20.79708679,11.81000042
Colombia,1997,3106,34338825,1242,3.62,1.8284434601358666,0.512,18.46256908,12.14000034
Colombia,1998,2814,34987039,2052,5.87,1.8682375493393424,0.526,18.68125654,15.0
Colombia,1999,2419,35629408,2143,6.01,1.9025126659415728,0.529,10.87339782,20.05999947
Colombia,2000,2755,36252342,2358,6.5,1.9314393536285186,0.534,9.222570802,20.52000046
Colombia,2001,2662,36884428,2412,6.54,1.98364469688943,0.537,7.969702931,15.03999996
Colombia,2002,2613,37478276,2379,6.35,2.0291328235055426,0.54,6.351925074,14.47999954
Colombia,2003,2489,38044513,2269,5.96,2.069725534402293,0.533,7.130741686,13.22000027
Colombia,2004,3033,38604716,2244,5.81,2.106986099832984,0.56,5.901261815,12.73999977
Colombia,2005,3742,39172790,2102,5.37,2.1419612950724214,0.565,5.051420287,11.06000042
Colombia,2006,4095,39708676,2177,5.48,2.2055683750321973,0.577,4.292450118,11.28999996
Colombia,2007,5150,40275206,2181,5.42,2.263345344527847,0.602,5.545141282,10.25
Colombia,2008,5971,40859129,2220,5.43,2.3161678262892,0.614,6.998550403,10.48999977
Colombia,2009,5643,41436173,2249,5.43,2.3649529603035493,0.617,4.201044769,11.28999996
Colombia,2010,6836,41989103,2107,5.02,2.4116376098817827,0.634,2.271183264,10.97999954
Colombia,2011,7885,42538305,2044,4.81,2.479896648444267,0.638,3.417589591,10.10999966
Colombia,2012,8586,43055864,2119,4.92,2.545142283058122,0.644,3.167325603,9.739999771
Colombia,2013,8731,43546298,2068,4.75,2.608844039968679,0.644,2.018098479,9.050000191
Colombia,2014,8591,44021800,2126,4.83,2.6719148240190087,0.664,2.897818744,8.569999695
Colombia,2015,6552,44490427,2332,5.24,2.736031281515909,0.664,4.990234275,8.300000191
Costa Rica,1985,2145,2236200,128,5.72,1.3862802969322958,,,
Costa Rica,1986,2389,2292900,131,5.71,1.3868899646735575,,,
Costa Rica,1987,2433,2400700,119,4.96,1.3870954304994376,,,
Costa Rica,1988,2460,2465200,138,5.6,1.387311374330683,,,
Costa Rica,1989,2686,2556000,167,6.53,1.486697965571205,,,
Costa Rica,1990,2817,2627800,157,5.97,1.6287388690159068,0.505,19.03975266,
Costa Rica,1991,2651,2704000,125,4.62,1.6272189349112427,0.515,28.70929137,5.369999886
Costa Rica,1992,3070,2778400,149,5.36,1.6808234955369996,0.526,21.79116879,3.930000067
Costa Rica,1993,3342,2853700,164,5.75,1.7205732908154328,0.534,9.778600783,3.950000048
Costa Rica,1994,3562,2929100,162,5.53,1.758219248233246,0.542,13.53446873,4.050000191
Costa Rica,1995,3672,3135200,209,6.67,1.7447052819596836,0.55,23.18649811,5.179999828
Costa Rica,1996,3639,3192446,209,6.55,2.1363243105756524,0.559,17.51145248,6.159999847
Costa Rica,1997,3827,3279559,187,5.7,2.1800492078355656,0.567,13.24804408,5.679999828
Costa Rica,1998,4046,3365726,223,6.63,2.2244234973375727,0.576,11.65929977,5.329999924
Costa Rica,1999,4115,3449923,233,6.75,2.2719927372292075,0.584,10.04528173,5.900000095
Costa Rica,2000,4233,3531421,239,6.77,2.3247015861320413,0.593,10.96154966,5.079999924
Costa Rica,2001,4412,3606850,198,5.49,2.3995730346424162,0.597,11.25561571,5.920000076
Costa Rica,2002,4485,3680372,275,7.47,2.475075889067736,0.601,9.167520485,6.329999924
Costa Rica,2003,4583,3751871,315,8.4,2.551180464360315,0.605,9.447580916,6.559999943
Costa Rica,2004,4850,3820857,325,8.51,2.627342504574236,0.609,12.31481502,6.389999866
Costa Rica,2005,5133,3887096,272,7.0,2.7050270947771806,0.613,13.79829491,6.570000172
Costa Rica,2006,5716,3953916,350,8.85,2.7946218381978776,0.619,11.47059681,5.739999771
Costa Rica,2007,6661,4015241,270,6.72,2.8826165104410917,0.628,9.357244564,4.489999771
Costa Rica,2008,7517,4072561,261,6.41,2.971152549955667,0.642,13.42446355,4.78000021
Costa Rica,2009,7403,4128459,278,6.73,3.061989957996434,0.65,7.842701677,7.710000038
Costa Rica,2010,8906,4184663,311,7.43,3.1572195897256248,0.65,5.662757084,7.170000076
Costa Rica,2011,9978,4235514,316,7.46,3.2656485139702056,0.679,4.87799831,10.14000034
Costa Rica,2012,10832,4290210,302,7.04,3.3735877730926926,0.686,4.495453144,9.779999733
Costa Rica,2013,11443,4347229,311,7.15,3.482724282525719,0.694,5.231336142,8.770000458
Costa Rica,2014,11485,4403674,268,6.09,3.5942715105614087,0.712,4.519200985,9.06000042
Croatia,1995,4978,4497400,929,20.66,4.9206208031306975,0.558,3.95010395,10.17199993
Croatia,1996,5610,4220800,1001,23.72,5.131728582259287,0.575,4.3,9.680000305
Croatia,1997,5546,4295100,946,22.03,5.136085306512072,0.592,4.170661553,9.710000038
Croatia,1998,6015,4227900,1029,24.34,5.132571725915939,0.616,6.396686608,11.39000034
Croatia,1999,5459,4283800,989,23.09,5.151967878985947,0.639,4.019138756,13.56000042
Croatia,2000,5288,4118000,926,22.49,5.308402136959689,0.656,4.611315547,16.05999947
Croatia,2001,5571,4180633,881,21.07,5.662013384097576,0.677,3.776702467,15.81999969
Croatia,2002,6373,4217300,874,20.72,5.937448130320347,0.685,1.671784374,15.05000019
Croatia,2003,8202,4225600,865,20.47,6.160071942446043,0.693,1.767337808,13.92000008
Croatia,2004,9829,4229600,871,20.59,6.482882542084358,0.702,2.055396791,13.65999985
Croatia,2005,10722,4235875,874,20.63,6.663912414790333,0.71,3.317178244,12.60000038
Croatia,2006,11914,4234946,796,18.8,6.961836113140523,0.717,3.189825915,11.13000011
Croatia,2007,14204,4230855,775,18.32,7.23870234267069,0.733,2.899282756,9.909999847
Croatia,2008,16680,4225583,793,18.77,7.481003213047761,0.742,6.076968388,8.529999733
Croatia,2009,14872,4216050,790,18.74,7.749457430533319,0.746,2.378528459,9.199999809
Croatia,2010,14232,4203963,776,18.46,7.989437585440215,0.753,1.030555053,11.61999989
Croatia,2011,14890,4189029,702,16.76,8.210828810208762,0.772,2.272727273,13.68000031
Croatia,2012,13952,4054296,776,19.14,8.751926351701997,0.777,3.412073491,15.93000031
Croatia,2013,14362,4044457,692,17.11,8.981675414029622,0.785,2.216582064,17.25
Croatia,2014,14299,4030452,722,17.91,9.181550853353421,0.797,-0.21519616,17.29000092
Croatia,2015,12351,4001669,739,18.47,9.377712149605577,0.802,-0.464499005,16.18000031
Croatia,2016,12905,3567043,683,19.15,10.667687493534562,,,
Cuba,1992,2227,9915600,2299,23.19,3.941264270442535,0.627,,8.06499958
Cuba,1993,2236,10004200,2374,23.73,4.0153135683013135,0.633,,8.279999733
Cuba,1994,2820,10089300,2278,22.58,4.077587146779262,0.619,,8.142999649
Cuba,1995,2993,10168400,2222,21.85,4.123559262027458,0.621,,8.270000458
Cuba,1996,2443,10241600,2014,19.66,4.151695047648805,0.636,,7.610000134
Cuba,1997,2472,10260492,2029,19.77,4.4383154336068875,0.64,,7.099999905
Cuba,1998,2497,10307978,2056,19.95,4.475775947523365,0.647,,6.230000019
Cuba,1999,2741,10350039,2050,19.81,4.509480592295353,0.655,,6.260000229
Cuba,2000,2940,10397209,1845,17.75,4.540487740508054,0.663,,5.449999809
Cuba,2001,3037,10433428,1652,15.83,4.620130603287817,0.67,,4.079999924
Cuba,2002,3205,10479415,1606,15.33,4.691006129636053,0.671,,3.309999943
Cuba,2003,3409,10531074,1499,14.23,4.755706777865202,0.693,,2.329999924
Cuba,2004,3611,10578701,1515,14.32,4.81584648247455,0.721,,1.850000024
Cuba,2005,4017,10616406,1397,13.16,4.874474469043479,0.736,,1.950000048
Cuba,2006,4951,10653638,1376,12.92,5.025184824188695,0.78,,1.909999967
Cuba,2007,5488,10678023,1307,12.24,5.16857849060636,0.815,,1.789999962
Cuba,2008,5686,10693814,1377,12.88,5.31145389287676,0.838,,1.580000043
Cuba,2009,5797,10708230,1477,13.79,5.4629289807932775,0.841,,1.669999957
Cuba,2010,5997,10725848,1558,14.53,5.629391727348737,0.824,,2.5
Cuba,2011,6419,10748034,1529,14.23,5.819668973879316,0.813,,3.180000067
Cuba,2012,6791,10770535,1495,13.88,6.011809069837292,0.773,,3.460000038
